Type,Region,Make,Gear_Type,Origin,Options,Engine_Size,Mileage,Price,Car_Age,IsVintage,IsBigEngine,log_Mileage
Land Cruiser,Jeddah,Toyota,Automatic,Saudi,Full,5.7,1918,251500,6,False,False,7.5595594960077
Avalon,Al-Medina,Toyota,Automatic,Saudi,Full,3.8,156000,73000,8,False,False,11.957617696467539
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,3.8,60000,85000,4,False,False,11.002116507732017
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2.7,239900,46000,7,False,False,12.3879816172226
Cerato,Tabouk,Kia,Automatic,Saudi,Semi Full,1.6,223,24000,8,False,False,5.4116460518550396
Suburban,Al-Medina,Chevrolet,Automatic,Saudi,Semi Full,4.7,462000,40000,11,False,False,13.043322334563697
Maxima,Riyadh,Nissan,Automatic,Saudi,Full,3.5,155000,65000,6,False,False,11.951186847493476
Rio,Jeddah,Kia,Automatic,Saudi,Standard,1.4,79000,31000,3,False,False,11.277215789596893
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Standard,2.7,182774,62000,6,False,False,12.116011167161517
Land Cruiser,Riyadh,Toyota,Manual,Saudi,Full,4.0,136000,140000,7,False,False,11.820417517632333
Challenger,Jeddah,Dodge,Automatic,Saudi,Full,5.7,173,38000,9,False,False,5.159055299214529
Prado,Jeddah,Toyota,Automatic,Gulf Arabic,Standard,4.0,90000,138000,4,False,False,11.407576060361786
LX,Dammam,Lexus,Automatic,Saudi,Full,5.7,9100,459000,1,False,False,9.116139576577355
Impala,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,3.6,51000,62000,6,False,False,10.839600519357369
Accent,Hafar Al-Batin,Hyundai,Automatic,Saudi,Semi Full,1.4,51000,35000,4,False,False,10.839600519357369
Rav4,Riyadh,Toyota,Automatic,Saudi,Standard,2.5,133578,77500,4,False,False,11.802448342100984
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2.4,226000,41000,5,False,False,12.328294703023394
Traverse,Jeddah,Chevrolet,Automatic,Saudi,Semi Full,2.5,65000,35000,11,False,False,11.082157933374816
SEL,Riyadh,Mercedes,Automatic,Saudi,Full,3.0,277,28000,31,True,False,5.627621113690637
Land Cruiser,Jeddah,Toyota,Manual,Saudi,Full,4.0,600000,34800,18,False,False,13.304686600863562
Maxima,Jeddah,Nissan,Manual,Saudi,Standard,3.5,400000,12500,22,False,False,12.899222326086994
Other,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,3.0,318000,40000,9,False,False,12.669809806411457
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Standard,3.3,134000,48000,6,False,False,11.80560254159177
Duster,Dammam,Renault,Automatic,Saudi,Standard,2.0,124000,27000,5,False,False,11.728044909070785
Tucson,Jeddah,Hyundai,Automatic,Saudi,Standard,1.6,17005,70000,5,False,False,9.741321501945738
Taurus,Jeddah,Ford,Automatic,Saudi,Semi Full,2.0,89500,76000,3,False,False,11.402005077384885
Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2.7,16700,72000,4,False,False,9.723223876851618
Prado,Khobar,Toyota,Automatic,Saudi,Semi Full,4.0,74000,150000,4,False,False,11.211833885608513
FJ,Riyadh,Toyota,Automatic,Saudi,Semi Full,4.0,381000,88000,6,False,False,12.850557278777309
3,Riyadh,Mazda,Automatic,Saudi,Standard,1.6,200000,25000,7,False,False,12.206077645517674
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Standard,5.3,199000,97000,7,False,False,12.201065128819632
Van,Tabouk,Ford,Automatic,Other,Semi Full,3.6,186,45000,9,False,False,5.231108616854587
Range Rover,Makkah,Land Rover,Automatic,Saudi,Full,5.3,300000,22000,18,False,False,12.611541086966115
Innova,Dammam,Toyota,Automatic,Saudi,Standard,2.7,230000,45000,7,False,False,12.345838935721968
Pajero,Jeddah,Mitsubishi,Automatic,Gulf Arabic,Full,3.8,193000,58000,6,False,False,12.170450649220749
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,1.4,65000,30000,5,False,False,11.082157933374816
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,5.3,131929,116500,6,False,False,11.790026757877822
2,Riyadh,Mazda,Automatic,Saudi,Standard,1.5,37000,14000,11,False,False,10.518700218288165
Cerato,Riyadh,Kia,Automatic,Other,Standard,1.6,312287,17000,10,False,False,12.651681117941187
Hilux,Dammam,Toyota,Manual,Saudi,Semi Full,2.7,150000,70000,5,False,False,11.918397239722838
C300,Dammam,Chrysler,Automatic,Other,Full,5.7,178000,45000,9,False,False,12.08954444723597
Charger,Dammam,Dodge,Automatic,Saudi,Full,5.7,130000,2300,4,False,False,11.775297421715827
Hiace,Dammam,Toyota,Manual,Saudi,Standard,2.4,205812,65000,6,False,False,12.234723268511457
Cerato,Riyadh,Kia,Automatic,Other,Semi Full,1.6,187,25000,8,False,False,5.236441962829949
GX,Dammam,Lexus,Automatic,Saudi,Full,4.6,170000,135000,7,False,False,12.04355959836804
Silverado,Dammam,Chevrolet,Automatic,Saudi,Semi Full,5.3,213000,70000,8,False,False,12.269052139516223
Yaris,Dammam,Toyota,Automatic,Saudi,Standard,1.5,112000,39500,3,False,False,11.626263078808801
Hilux,Dammam,Toyota,Manual,Saudi,Standard,2.7,88000,79500,4,False,False,11.385103457032141
Range Rover,Jeddah,Land Rover,Automatic,Saudi,Full,5.0,195000,45000,13,False,False,12.180759965737863
Camry,Dammam,Toyota,Automatic,Saudi,Standard,2.5,135000,60000,5,False,False,11.813037464800539
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2.0,290000,33500,8,False,False,12.577639650232573
LS,Riyadh,Lexus,Automatic,Saudi,Full,4.0,361000,12000,25,False,False,12.796636007394284
Marquis,Jeddah,Ford,Automatic,Saudi,Semi Full,4.6,270000,15000,17,False,False,12.506180941677357
Charger,Taef,Dodge,Automatic,Other,Full,5.7,175,38000,9,False,False,5.170483995038151
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Standard,5.3,117000,145000,3,False,False,11.669937760751914
i40,Jeddah,Hyundai,Automatic,Saudi,Full,2.0,48000,47000,7,False,False,10.778977123006351
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,5.6,346000,70000,12,False,False,12.754196944209095
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Full,3.5,132000,56000,6,False,False,11.790564777297387
C300,Dammam,Chrysler,Automatic,Saudi,Semi Full,6.0,212,12500,14,False,False,5.3612921657094255
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,1.4,83000,37000,3,False,False,11.326607934898927
F-Pace,Riyadh,Jaguar,Automatic,Saudi,Full,2.5,27000,185000,3,False,False,10.203629181337648
XF,Riyadh,Jaguar,Automatic,Saudi,Semi Full,6.0,50000,35000,13,False,False,10.819798284210286
The 4,Jeddah,BMW,Automatic,Saudi,Full,2.0,110000,120000,6,False,False,11.608244735642321
C,Dammam,Mercedes,Automatic,Saudi,Semi Full,2.0,44000,185000,3,False,False,10.691967639914864
S,Dammam,Mercedes,Automatic,Saudi,Semi Full,3.0,100,15000,22,False,False,4.61512051684126
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,4.6,110000,250000,3,False,False,11.608244735642321
Furniture,Jeddah,Toyota,Automatic,Saudi,Full,4.0,102000,116500,5,False,False,11.532737896139919
C,Dammam,Mercedes,Automatic,Saudi,Full,4.0,80000,270000,5,False,False,11.289794413577894
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,1.6,270000,33000,6,False,False,12.506180941677357
Innova,Dammam,Toyota,Automatic,Saudi,Semi Full,2.7,141000,55000,8,False,False,11.856522261533737
Yukon,Riyadh,GMC,Automatic,Saudi,Full,5.3,166616,135000,7,False,False,12.023453044325397
H6,Dammam,HAVAL,Automatic,Saudi,Standard,2.0,20000,57000,2,False,False,9.90353755128617
Tucson,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2.0,44000,64000,2,False,False,10.691967639914864
Sierra,Riyadh,GMC,Automatic,Saudi,Full,6.2,118000,100000,8,False,False,11.678448377988165
Azera,Riyadh,Hyundai,Automatic,Saudi,Full,3.0,91747,66500,6,False,False,11.426800967314106
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,5.0,150000,115000,5,False,False,11.918397239722838
LX,Jeddah,Lexus,Automatic,Saudi,Full,5.7,105000,213000,7,False,False,11.561725152903833
Sonata,Riyadh,Hyundai,Automatic,Saudi,Standard,2.4,127000,43000,5,False,False,11.751950239425476
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,1.4,65700,32000,4,False,False,11.092869425057021
Echo Sport,Riyadh,Ford,Automatic,Gulf Arabic,Semi Full,2.0,2400,55000,2,False,False,7.783640596221253
Silverado,Riyadh,Chevrolet,Automatic,Gulf Arabic,Full,5.3,110000,107000,5,False,False,11.608244735642321
Suburban,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,5.3,358000,55000,9,False,False,12.788291058675025
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,1.6,73000,48500,3,False,False,11.19822841866684
A8,Riyadh,Audi,Automatic,Other,Full,4.0,100000,108000,9,False,False,11.51293546492023
Caprice,Abha,Chevrolet,Automatic,Other,Standard,6.0,215,42000,9,False,False,5.375278407684165
Senta fe,Jazan,Hyundai,Automatic,Saudi,Semi Full,3.3,122,45000,7,False,False,4.812184355372417
H2,Qassim,HAVAL,Automatic,Saudi,Full,1.5,15000,49000,2,False,False,9.61587214452889
LX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,5.7,27000,418000,2,False,False,10.203629181337648
Grand Cherokee,Aseer,Jeep,Automatic,Saudi,Full,3.6,27150,165000,2,False,False,10.209169157096309
CT-S,Al-Medina,Cadillac,Automatic,Saudi,Semi Full,3.8,137000,45000,9,False,False,11.827743504053695
Mustang,Dammam,Ford,Automatic,Other,Full,2.3,81000,119000,4,False,False,11.302216779257382
B50,Yanbu,FAW,Automatic,Other,Semi Full,1.8,125000,20000,6,False,False,11.736077016252437
Charger,Taef,Dodge,Automatic,Saudi,Semi Full,1.6,5000,125000,4,False,False,8.517393171418904
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,4.0,113000,105000,3,False,False,11.635151947212842
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2.5,220,46000,8,False,False,5.3981627015177525
6,Riyadh,MG,Automatic,Gulf Arabic,Full,1.8,79000,23000,8,False,False,11.277215789596893
Spark,Riyadh,Chevrolet,Automatic,Saudi,Standard,1.4,101000,21000,5,False,False,11.522885696764481
Yukon,Riyadh,GMC,Automatic,Saudi,Full,5.3,350000,55000,11,False,False,12.765691290604371
Taurus,Dammam,Ford,Automatic,Other,Full,3.5,129000,74000,6,False,False,11.767575435251748
Bus Urvan,Dammam,Nissan,Manual,Saudi,Standard,2.5,106000,65000,6,False,False,11.571203807011969
Previa,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,3.0,101000,65000,5,False,False,11.522885696764481
Durango,Al-Namas,Dodge,Automatic,Saudi,Semi Full,3.6,244000,52000,8,False,False,12.404927602627597
Sonata,Al-Medina,Hyundai,Automatic,Saudi,Full,2.4,97000,65000,4,False,False,11.48247656671073
Malibu,Khobar,Chevrolet,Automatic,Saudi,Full,2.4,175500,32000,7,False,False,12.075400019877522
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,1.0,74000,60000,4,False,False,11.211833885608513
Carnival,Riyadh,Kia,Automatic,Other,Standard,6.0,259066,40000,8,False,False,12.464841994486582
Land Cruiser,Tabouk,Toyota,Manual,Saudi,Full,4.5,708000,25000,25,False,False,13.470200785104238
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2.7,75335,78000,4,False,False,11.2297133871899
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,1.5,123291,29500,3,False,False,11.722310804646833
Pajero,Jubail,Mitsubishi,Automatic,Saudi,Semi Full,6.0,140000,38000,11,False,False,11.849404844423074
Rio,Al-Ahsa,Kia,Automatic,Other,Standard,1.4,196,18000,8,False,False,5.2832037287379885
Elantra,Makkah,Hyundai,Automatic,Saudi,Standard,1.8,222000,17500,10,False,False,12.310437165348775
Yukon,Al-Baha,GMC,Automatic,Saudi,Standard,3.5,157000,72000,9,False,False,11.964007453736912
Sonata,Makkah,Hyundai,Automatic,Gulf Arabic,Semi Full,2.0,130,40000,5,False,False,4.875197323201151
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,1.5,99104,26800,3,False,False,11.503935173132096
Camry,Riyadh,Toyota,Automatic,Saudi,Full,1.4,13400,65000,5,False,False,9.503084610020228
Odyssey,Dammam,Honda,Automatic,Other,Standard,3.5,200000,38000,13,False,False,12.206077645517674
Furniture,Riyadh,Toyota,Automatic,Gulf Arabic,Standard,2.7,243000,50000,7,False,False,12.400820837540556
Durango,Tabouk,Dodge,Automatic,Other,Full,5.7,275000,40000,9,False,False,12.524530013005734
Accord,Dammam,Honda,Automatic,Saudi,Full,2.4,159000,36000,13,False,False,11.976665770490767
Corolla,Riyadh,Toyota,Automatic,Saudi,Standard,1.6,28000,54000,4,False,False,10.239995502805316
Datsun,Riyadh,Nissan,Manual,Other,Full,2.0,240000,30000,8,False,False,12.388398368982115
The 7,Jeddah,BMW,Automatic,Saudi,Semi Full,2.0,197000,50000,10,False,False,12.190964083849375
Elantra,Dammam,Hyundai,Automatic,Saudi,Standard,2.0,142000,53000,2,False,False,11.863589378812122
CS75,Jeddah,Changan,Automatic,Saudi,Standard,1.6,8000,62000,1,False,False,8.987321812850125
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,3.5,280000,46000,9,False,False,12.54254845357358
Delta,Najran,Daihatsu,Automatic,Gulf Arabic,Full,3.7,15800,50000,32,True,False,9.6678285081515
Genesis,Riyadh,Hyundai,Automatic,Other,Standard,3.8,128000,83000,5,False,False,11.759793355371237
Taurus,Al-Ahsa,Ford,Automatic,Saudi,Standard,4.5,301515,26000,11,False,False,12.616578361734687
H2,Khobar,HAVAL,Automatic,Saudi,Full,1.5,6000,57900,1,False,False,8.699681400989514
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,1.5,106646,22500,5,False,False,11.57727959410864
Camry,Riyadh,Toyota,Automatic,Saudi,Standard,2.4,217000,39500,10,False,False,12.28765724080691
X-Trail,Riyadh,Nissan,Automatic,Saudi,Semi Full,2.5,119000,51000,5,False,False,11.686887175419702
Azera,Jeddah,Hyundai,Automatic,Saudi,Standard,3.5,10000,1800,1,False,False,9.210440366976517
Camry,Riyadh,Toyota,Automatic,Saudi,Semi Full,2.4,268000,58000,6,False,False,12.498745990829315
Escalade,Qassim,Cadillac,Automatic,Other,Semi Full,6.2,476000,18000,15,False,False,13.073175234051686
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2.4,49271,81500,4,False,False,10.80511124736688
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,1.0,448000,109000,10,False,False,13.012550743537489
Eado,Riyadh,Changan,Automatic,Saudi,Semi Full,1.6,94182,44000,2,False,False,11.452994977187014
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,5.3,129356,140000,6,False,False,11.77033130288745
RC,Dammam,Lexus,Automatic,Other,Full,3.6,42000,215000,3,False,False,10.645448706505872
6,Dammam,Mazda,Automatic,Saudi,Standard,1.6,288000,11000,16,False,False,12.570719231334277
Range Rover,Riyadh,Land Rover,Automatic,Other,Full,5.0,4200,599000,3,False,False,8.343077871169383
Expedition,Jeddah,Ford,Automatic,Saudi,Semi Full,5.4,230,35000,12,False,False,5.442417710521793
Doblo,Riyadh,Fiat,Manual,Saudi,Standard,1.4,28400,20000,6,False,False,10.254179634797001
MKX,Dammam,Lincoln,Automatic,Other,Full,3.7,99000,99000,6,False,False,11.502885230075814
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,4.0,18000,128000,2,False,False,9.798182590890704
Corolla,Riyadh,Toyota,Automatic,Other,Full,2.0,80000,39000,7,False,False,11.289794413577894
Mustang,Makkah,Ford,Manual,Other,Full,5.0,111000,92999,7,False,False,11.6172944892629
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,4.0,273392,100000,11,False,False,12.518665599432872
Prado,Riyadh,Toyota,Automatic,Gulf Arabic,Semi Full,4.0,86000,127000,4,False,False,11.362114203075018
C,Jeddah,Mercedes,Automatic,Other,Full,2.0,86000,105000,5,False,False,11.362114203075018
XJ,Dammam,Jaguar,Automatic,Saudi,Full,3.0,112000,95000,8,False,False,11.626263078808801
Kona,Riyadh,Hyundai,Automatic,Saudi,Standard,2.0,10239,66500,2,False,False,9.234056898593499
Cerato,Riyadh,Kia,Automatic,Saudi,Standard,1.6,72000,37500,5,False,False,11.184435286790631
Pajero,Jeddah,Mitsubishi,Automatic,Saudi,Full,3.8,251000,65000,5,False,False,12.433212202169729
Land Cruiser,Riyadh,Toyota,Manual,Saudi,Standard,4.6,300,40000,19,False,False,5.707110264748875
Sunny,Dammam,Nissan,Automatic,Saudi,Full,1.5,1300,43000,2,False,False,7.170888478512505
Sunny,Riyadh,Nissan,Automatic,Saudi,Standard,1.5,93000,29500,3,False,False,11.440365524765756
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,4.6,125188,171500,5,False,False,11.73757987436335
G,Riyadh,Mercedes,Automatic,Other,Full,4.0,39000,800000,3,False,False,10.571342565808699
Tucson,Al-Medina,Hyundai,Automatic,Saudi,Full,2.4,97000,63000,6,False,False,11.48247656671073
H1,Al-Medina,Hyundai,Automatic,Saudi,Full,2.4,185,39000,8,False,False,5.225746673713202
Taurus,Jeddah,Ford,Automatic,Saudi,Standard,2.0,91000,77000,4,False,False,11.418625774449598
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,5.7,257000,150000,9,False,False,12.456835254920371
Charger,Qassim,Dodge,Automatic,Saudi,Semi Full,3.6,76000,102000,3,False,False,11.23850177707664
Yaris,Riyadh,Toyota,Automatic,Saudi,Full,1.5,204000,27500,7,False,False,12.225880174775122
500,Riyadh,Fiat,Automatic,Saudi,Full,1.4,11500,85000,2,False,False,9.350189267092581
Tahoe,Dammam,Chevrolet,Automatic,Other,Full,5.3,127000,155000,4,False,False,11.751950239425476
A5,Riyadh,Audi,Automatic,Saudi,Full,2.0,108000,80000,6,False,False,11.58989576532275
Cressida,Aseer,Toyota,Manual,Saudi,Semi Full,2.4,8000,13000,26,False,False,8.987321812850125
300,Dammam,Chrysler,Automatic,Saudi,Full,5.7,240000,17000,15,False,False,12.388398368982115
Pajero,Riyadh,Mitsubishi,Automatic,Saudi,Standard,3.5,77556,41500,10,False,False,11.258768428876687
Grand Cherokee,Aseer,Jeep,Automatic,Saudi,Full,5.7,226,45000,9,False,False,5.424950017481403
Armada,Riyadh,Nissan,Automatic,Saudi,Semi Full,5.8,129500,40000,7,False,False,11.771443882099637
Caprice,Riyadh,Chevrolet,Automatic,Other,Full,5.5,252,4500,27,False,False,5.53338948872752
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2.5,44590,89500,2,False,False,10.70528732392309
Avalon,Riyadh,Toyota,Automatic,Saudi,Standard,3.5,249000,76000,7,False,False,12.425212191503038
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,1.4,97700,30000,5,False,False,11.489667073393028
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,1.4,35547,41500,2,False,False,10.478639174858365
Senta fe,Riyadh,Hyundai,Automatic,Saudi,Full,3.3,201421,57500,8,False,False,12.213157488653385
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,1.4,115300,35000,3,False,False,11.655301379246426
Hilux,Riyadh,Toyota,Manual,Saudi,Standard,2.8,533000,25000,17,False,False,13.186278579318829
Corolla,Dammam,Toyota,Manual,Saudi,Standard,1.6,128333,33000,7,False,False,11.762391519393514
X,Riyadh,BMW,Automatic,Gulf Arabic,Full,3.0,14000,220000,3,False,False,9.546884034617925
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,1.4,93315,35500,4,False,False,11.44374686195053
Suburban,Riyadh,Chevrolet,Automatic,Gulf Arabic,Standard,5.2,96000,126000,6,False,False,11.472113887062386
RX,Jeddah,Lexus,Automatic,Saudi,Standard,3.5,70000,95000,7,False,False,11.156264806643742
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,5.3,33000,163000,3,False,False,10.404293143019792
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,5.4,98000,72000,6,False,False,11.49273296168228
C,Jeddah,Mercedes,Automatic,Other,Full,2.0,20000,180000,5,False,False,9.90353755128617
S,Riyadh,Mercedes,Automatic,Gulf Arabic,Semi Full,3.0,130000,115000,9,False,False,11.775297421715827
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,1.4,79000,30000,4,False,False,11.277215789596893
Furniture,Dammam,Toyota,Automatic,Saudi,Semi Full,2.7,25000,110000,2,False,False,10.12667110305036
Tahoe,Riyadh,Chevrolet,Automatic,Saudi,Semi Full,5.3,363000,63000,9,False,False,12.80216086806413
Flex,Qassim,Ford,Automatic,Saudi,Standard,3.5,128500,49000,8,False,False,11.763691965388299
Taurus,Khobar,Ford,Automatic,Saudi,Standard,3.5,125000,62000,5,False,False,11.736077016252437
E,Riyadh,Mercedes,Automatic,Saudi,Full,3.0,64000,120000,6,False,False,11.06665398721974
The 6,Riyadh,BMW,Automatic,Saudi,Semi Full,3.0,39000,190000,6,False,False,10.571342565808699
Silverado,Dammam,Chevrolet,Automatic,Gulf Arabic,Semi Full,5.3,233,75000,8,False,False,5.455321115357702
Kona,Riyadh,Hyundai,Automatic,Saudi,Standard,2.0,19000,59000,3,False,False,9.852246888342531
Camry,Makkah,Toyota,Automatic,Saudi,Standard,2.5,310000,30000,7,False,False,12.644330802262578
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,5.3,266000,56000,11,False,False,12.491255347155265
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,6.0,70375,80500,9,False,False,11.16160757493251
Avalon,Dammam,Toyota,Automatic,Other,Semi Full,3.5,80000,86000,7,False,False,11.289794413577894
Charger,Riyadh,Dodge,Automatic,Other,Full,5.7,142000,89000,6,False,False,11.863589378812122
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Semi Full,4.5,20000,265000,1,False,False,9.90353755128617
Tahoe,Jeddah,Chevrolet,Automatic,Saudi,Standard,5.3,362000,58000,9,False,False,12.799402253235032
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,1.6,61374,46500,3,False,False,11.024757865096822
Furniture,Tabouk,Toyota,Automatic,Saudi,Standard,2.7,980,120000,1,False,False,6.8885724595653635
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,3.0,77000,77000,3,False,False,11.251573687764477
H3,Al-Ahsa,Hummer,Automatic,Saudi,Full,5.2,200000,38000,13,False,False,12.206077645517674
Land Cruiser,Taef,Toyota,Automatic,Saudi,Semi Full,1.0,400000,30000,15,False,False,12.899222326086994
Camry,Riyadh,Toyota,Automatic,Saudi,Full,1.0,75000,62000,6,False,False,11.225256725762893
Expedition,Aseer,Ford,Automatic,Saudi,Semi Full,5.4,300,18000,15,False,False,5.707110264748875
Corolla,Dammam,Toyota,Automatic,Saudi,Standard,1.6,89000,45000,4,False,False,11.39640288460621
Seven,Riyadh,Changan,Automatic,Saudi,Standard,1.4,41600,28000,2,False,False,10.635879484421974
Accord,Al-Medina,Honda,Automatic,Saudi,Semi Full,2.4,363000,42500,9,False,False,12.80216086806413
Caprice,Dammam,Chevrolet,Automatic,Saudi,Standard,6.0,106000,79000,9,False,False,11.571203807011969
F150,Qassim,Ford,Automatic,Gulf Arabic,Standard,5.0,22000,110000,3,False,False,9.99884318585288
Beetle,Makkah,Volkswagen,Automatic,Saudi,Full,6.0,130000,55000,7,False,False,11.775297421715827
Tahoe,Al-Ahsa,Chevrolet,Automatic,Saudi,Semi Full,5.3,104000,112000,6,False,False,11.552155793461898
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,5.3,112000,110000,6,False,False,11.626263078808801
Jetta,Riyadh,Volkswagen,Automatic,Saudi,Full,2.5,82000,54000,5,False,False,11.314486721293981
Prado,Riyadh,Toyota,Manual,Saudi,Semi Full,4.0,186000,55000,9,False,False,12.133507329024972
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,6.2,55769,90000,9,False,False,10.9289913693836
Camry,Jazan,Toyota,Automatic,Saudi,Standard,2.5,376580,28000,9,False,False,12.838888442525146
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,4.6,211000,115000,11,False,False,12.259618151783465
Charger,Jeddah,Dodge,Automatic,Saudi,Standard,3.6,300,38000,10,False,False,5.707110264748875
X,Riyadh,BMW,Automatic,Gulf Arabic,Full,3.0,130000,160000,6,False,False,11.775297421715827
The 3,Dammam,BMW,Automatic,Saudi,Full,2.0,96000,90000,4,False,False,11.472113887062386
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,6.0,105000,80000,7,False,False,11.561725152903833
RX,Riyadh,Lexus,Automatic,Gulf Arabic,Full,3.5,59000,188000,5,False,False,10.985309671896763
Acadia,Khobar,GMC,Automatic,Saudi,Full,3.6,250000,50000,8,False,False,12.429220196836383
Edge,Riyadh,Ford,Automatic,Gulf Arabic,Standard,3.5,82000,80000,5,False,False,11.314486721293981
Impala,Riyadh,Chevrolet,Automatic,Saudi,Standard,3.6,178000,67000,3,False,False,12.08954444723597
Furniture,Riyadh,Toyota,Automatic,Saudi,Standard,4.0,248500,58000,9,False,False,12.423202148655593
Avanza,Jeddah,Toyota,Automatic,Saudi,Semi Full,1.5,57000,46000,4,False,False,10.950824090522445
500,Riyadh,Fiat,Automatic,Saudi,Full,1.5,155000,45000,6,False,False,11.951186847493476
Avalon,Riyadh,Toyota,Automatic,Gulf Arabic,Full,3.5,53000,118000,5,False,False,10.87806606028079
C300,Riyadh,Chrysler,Automatic,Saudi,Full,5.7,65000,123000,4,False,False,11.082157933374816
Durango,Jeddah,Dodge,Automatic,Saudi,Standard,3.6,61000,72000,6,False,False,11.0186455364637
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Standard,2.4,9999,16000,31,True,False,9.210340371976184
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,1.4,72000,40000,3,False,False,11.184435286790631
Marquis,Riyadh,Ford,Automatic,Other,Full,4.6,200000,18000,12,False,False,12.206077645517674
Taurus,Dammam,Ford,Automatic,Other,Full,3.5,91000,70000,6,False,False,11.418625774449598
Sierra,Dammam,GMC,Automatic,Saudi,Standard,5.3,152000,124000,4,False,False,11.931642378754141
LX,Dammam,Lexus,Automatic,Gulf Arabic,Full,5.7,68000,342000,5,False,False,11.127277689932466
Ciocca,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,5.7,235000,85000,9,False,False,12.367345048436391
Yukon,Taef,GMC,Automatic,Saudi,Semi Full,5.3,200000,40000,13,False,False,12.206077645517674
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,4.6,325000,126000,8,False,False,12.691583538230217
LX,Jeddah,Lexus,Automatic,Saudi,Full,5.7,14000,420000,2,False,False,9.546884034617925
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,4.0,62000,195000,3,False,False,11.034905792929415
6,Riyadh,Mazda,Automatic,Gulf Arabic,Standard,2.5,70000,53000,5,False,False,11.156264806643742
Accent,Dammam,Hyundai,Automatic,Saudi,Standard,1.4,61000,34000,5,False,False,11.0186455364637
Silverado,Aseer,Chevrolet,Automatic,Saudi,Full,5.3,96000,95000,6,False,False,11.472113887062386
Impala,Qassim,Chevrolet,Automatic,Saudi,Semi Full,3.5,91000,74000,3,False,False,11.418625774449598
Cadenza,Riyadh,Kia,Manual,Gulf Arabic,Semi Full,3.3,72000,88000,3,False,False,11.184435286790631
